;country;description;designation;points;price;region_1;taster_name;title;variety;winery
79;Portugal;"['[', ""'Grown"", ""'"", ',', ""'sandy"", ""'"", ',', ""'soil"", ""'"", ',', ""'Tejo"", ""'"", ',', ""'"", ',', ""'"", ',', ""'wine"", ""'"", ',', ""'typically"", ""'"", ',', ""'soft"", ""'"", ',', ""'open"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'accessible—with"", ""'"", ',', ""'black"", ""'"", ',', ""'fruits"", ""'"", ',', ""'light"", ""'"", ',', ""'tannins"", ""'"", ',', ""'grape"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'ready"", ""'"", ',', ""'drink"", ""'"", ',', ""'"", '.', ""'"", ']']";Bridão;86;;;Roger Voss;Adega Cooperativa do Cartaxo 2014 Bridão Touriga Nacional (Tejo);Touriga Nacional;Adega Cooperativa do Cartaxo
80;Chile;"['[', ""'Caramelized"", ""'"", ',', ""'oak"", ""'"", ',', ""'vanilla"", ""'"", ',', ""'aromas"", ""'"", ',', ""'front"", ""'"", ',', ""'center"", ""'"", ',', ""'barrel-heavy"", ""'"", ',', ""'nose"", ""'"", ',', ""'"", '.', ""'"", ',', ""'This"", ""'"", ',', ""'feels"", ""'"", ',', ""'bit"", ""'"", ',', ""'choppy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'astringent"", ""'"", ',', ""'tannins"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Herbal"", ""'"", ',', ""'salty"", ""'"", ',', ""'plum"", ""'"", ',', ""'flavors"", ""'"", ',', ""'wear"", ""'"", ',', ""'lot"", ""'"", ',', ""'oaky"", ""'"", ',', ""'makeup"", ""'"", ',', ""'"", ',', ""'"", ',', ""'finishes"", ""'"", ',', ""'forced"", ""'"", ',', ""'woody"", ""'"", ',', ""'flavor"", ""'"", ',', ""'"", '.', ""'"", ']']";Special Release Reserva;86;12.0;;Michael Schachner;Aresti 2014 Special Release Reserva Carmenère (Rapel Valley);Carmenère;Aresti
81;Spain;"['[', ""'Bland"", ""'"", ',', ""'"", ',', ""'"", ',', ""'mature"", ""'"", ',', ""'aromas"", ""'"", ',', ""'white"", ""'"", ',', ""'fruits"", ""'"", ',', ""'weak"", ""'"", ',', ""'side"", ""'"", ',', ""'Albariño"", ""'"", ',', ""'"", '.', ""'"", ',', ""'This"", ""'"", ',', ""'feels"", ""'"", ',', ""'round"", ""'"", ',', ""'oily"", ""'"", ',', ""'"", ',', ""'"", ',', ""'briny"", ""'"", ',', ""'leesy"", ""'"", ',', ""'flavors"", ""'"", ',', ""'lack"", ""'"", ',', ""'pop"", ""'"", ',', ""'precision"", ""'"", ',', ""'"", '.', ""'"", ',', ""'"", 'A', ""'"", ',', ""'grabby"", ""'"", ',', ""'aged"", ""'"", ',', ""'finish"", ""'"", ',', ""'short"", ""'"", ',', ""'free"", ""'"", ',', ""'flow"", ""'"", ',', ""'grape"", ""'"", ',', ""'region"", ""'"", ',', ""'known"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'immediately"", ""'"", ',', ""'wait"", ""'"", ',', ""'newer"", ""'"", ',', ""'vintage"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;16.0;Rías Baixas;Michael Schachner;Spyro 2014 Albariño (Rías Baixas);Albariño;Spyro
82;France;"['[', ""'This"", ""'"", ',', ""'fruity"", ""'"", ',', ""'"", ',', ""'"", ',', ""'sweet"", ""'"", ',', ""'wine"", ""'"", ',', ""'immediately"", ""'"", ',', ""'attractive"", ""'"", ',', ""'ripe"", ""'"", ',', ""'"", '.', ""'"", ',', ""'With"", ""'"", ',', ""'great"", ""'"", ',', ""'apricot"", ""'"", ',', ""'pineapple"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", ',', ""'"", ',', ""'hints"", ""'"", ',', ""'spicy"", ""'"", ',', ""'wood"", ""'"", ',', ""'balancing"", ""'"", ',', ""'acidity"", ""'"", ',', ""'"", ',', ""'"", ',', '``', ""'s"", ""''"", ',', ""'perfect"", ""'"", ',', ""'apéritif—light"", ""'"", ',', ""'refreshing"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'"", '.', ""'"", ']']";La Réserve;86;11.0;Vin de France;Roger Voss;Lionel Osmin & Cie 2016 La Réserve Petit Manseng (Vin de France);Petit Manseng;Lionel Osmin & Cie
83;Australia;"['[', ""'Pale"", ""'"", ',', ""'copper"", ""'"", ',', ""'hue"", ""'"", ',', ""'"", ',', ""'"", ',', ""'wine"", ""'"", ',', ""'exudes"", ""'"", ',', ""'passion"", ""'"", ',', ""'fruit"", ""'"", ',', ""'nose"", ""'"", ',', ""'"", ',', ""'"", ',', ""'palate"", ""'"", ',', ""'delivers"", ""'"", ',', ""'nuances"", ""'"", ',', ""'muskmelon"", ""'"", ',', ""'well"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'crisp"", ""'"", ',', ""'"", ',', ""'"", ',', ""'racy"", ""'"", ',', ""'medium"", ""'"", ',', ""'body"", ""'"", ',', ""'"", ',', ""'"", ',', ""'perfectly"", ""'"", ',', ""'suited"", ""'"", ',', ""'summertime"", ""'"", ',', ""'refreshment"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'"", '.', ""'"", ']']";Jester Sangiovese;86;20.0;McLaren Vale;Joe Czerwinski;Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale);Rosé;Mitolo
84;US;"['[', ""'"", 'A', ""'"", ',', ""'healthy"", ""'"", ',', ""'addition"", ""'"", ',', ""'13"", ""'"", ',', ""'"", '%', ""'"", ',', ""'Petite"", ""'"", ',', ""'Sirah"", ""'"", ',', ""'provides"", ""'"", ',', ""'added"", ""'"", ',', ""'weight"", ""'"", ',', ""'intensity"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", ',', ""'"", ',', ""'soft"", ""'"", ',', ""'"", ',', ""'"", ',', ""'supple"", ""'"", ',', ""'richly"", ""'"", ',', ""'conceived"", ""'"", ',', ""'combination"", ""'"", ',', ""'smoky"", ""'"", ',', ""'black"", ""'"", ',', ""'fruit"", ""'"", ',', ""'mocha"", ""'"", ',', ""'"", '.', ""'"", ']']";Classic;86;24.0;Napa Valley;Virginie Boone;Napa Cellars 2014 Classic Zinfandel (Napa Valley);Zinfandel;Napa Cellars
85;Germany;"['[', ""'Pronounced"", ""'"", ',', ""'dust"", ""'"", ',', ""'"", ',', ""'"", ',', ""'pollen"", ""'"", ',', ""'earth"", ""'"", ',', ""'tones"", ""'"", ',', ""'lend"", ""'"", ',', ""'savoriness"", ""'"", ',', ""'otherwise"", ""'"", ',', ""'citrusy"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Racy"", ""'"", ',', ""'acidity"", ""'"", ',', ""'fresh"", ""'"", ',', ""'tangerine"", ""'"", ',', ""'lemon"", ""'"", ',', ""'flavors"", ""'"", ',', ""'turn"", ""'"", ',', ""'herbal"", ""'"", ',', ""'finish"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'"", '.', ""'"", ']']";Undone Dry;86;10.0;;Anna Lee C. Iijima;P.J. Valckenberg 2015 Undone Dry Riesling (Rheinhessen);Riesling;P.J. Valckenberg
86;US;"['[', ""'Vibrant"", ""'"", ',', ""'aromas"", ""'"", ',', ""'ripe"", ""'"", ',', ""'pear"", ""'"", ',', ""'"", ',', ""'"", ',', ""'white"", ""'"", ',', ""'flowers"", ""'"", ',', ""'melon"", ""'"", ',', ""'followed"", ""'"", ',', ""'off-dry"", ""'"", ',', ""'palate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'lean"", ""'"", ',', ""'fruit"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", '.', ""'"", ']']";;86;20.0;Ancient Lakes;Sean P. Sullivan;Palencia 2016 Albariño (Ancient Lakes);Albariño;Palencia
87;US;"['[', ""'Softened"", ""'"", ',', ""'tannins"", ""'"", ',', ""'surround"", ""'"", ',', ""'light-bodied"", ""'"", ',', ""'"", ',', ""'"", ',', ""'lean"", ""'"", ',', ""'herbal"", ""'"", ',', ""'approach"", ""'"", ',', ""'vineyard-designate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'dotted"", ""'"", ',', ""'black"", ""'"", ',', ""'pepper"", ""'"", ',', ""'"", ',', ""'"", ',', ""'leather"", ""'"", ',', ""'baked"", ""'"", ',', ""'cherry"", ""'"", ',', ""'"", '.', ""'"", ']']";Blau Vineyards;86;55.0;Knights Valley;Virginie Boone;Passaggio 2014 Blau Vineyards Merlot (Knights Valley);Merlot;Passaggio
88;Italy;"['[', ""'Subdued"", ""'"", ',', ""'aromas"", ""'"", ',', ""'French"", ""'"", ',', ""'oak"", ""'"", ',', ""'"", ',', ""'"", ',', ""'toast"", ""'"", ',', ""'acacia"", ""'"", ',', ""'waft"", ""'"", ',', ""'glass"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'rather"", ""'"", ',', ""'lean"", ""'"", ',', ""'palate"", ""'"", ',', ""'offers"", ""'"", ',', ""'oak-driven"", ""'"", ',', ""'spice"", ""'"", ',', ""'"", ',', ""'"", ',', ""'chopped"", ""'"", ',', ""'herb"", ""'"", ',', ""'hint"", ""'"", ',', ""'citrus"", ""'"", ',', ""'set"", ""'"", ',', ""'racy"", ""'"", ',', ""'acidity"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'rather"", ""'"", ',', ""'shy"", ""'"", ',', ""'fruit"", ""'"", ',', ""'richness"", ""'"", ',', ""'"", '.', ""'"", ']']";Le Mandorle Riserva;86;29.0;Vernaccia di San Gimignano;Kerin O’Keefe;Poggio Alloro 2014 Le Mandorle Riserva  (Vernaccia di San Gimignano);Vernaccia;Poggio Alloro
89;Italy;"['[', ""'Made"", ""'"", ',', ""'primarily"", ""'"", ',', ""'Sangiovese"", ""'"", ',', ""'"", ',', ""'"", ',', ""'Malvasia"", ""'"", ',', ""'white"", ""'"", ',', ""'grapes"", ""'"", ',', ""'"", ',', ""'"", ',', ""'offers"", ""'"", ',', ""'aromas"", ""'"", ',', ""'red"", ""'"", ',', ""'berry"", ""'"", ',', ""'yeasty"", ""'"", ',', ""'whiff"", ""'"", ',', ""'bread"", ""'"", ',', ""'dough"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'bright"", ""'"", ',', ""'"", ',', ""'"", ',', ""'enjoyable"", ""'"", ',', ""'palate"", ""'"", ',', ""'offers"", ""'"", ',', ""'ripe"", ""'"", ',', ""'cherry"", ""'"", ',', ""'hint"", ""'"", ',', ""'pastry"", ""'"", ',', ""'cream"", ""'"", ',', ""'note"", ""'"", ',', ""'honeydew"", ""'"", ',', ""'melon"", ""'"", ',', ""'marks"", ""'"", ',', ""'close"", ""'"", ',', ""'"", '.', ""'"", ']']";;88;19.0;Toscana;Kerin O’Keefe;Fattoria Sardi 2015 Rosato (Toscana);Rosato;Fattoria Sardi
90;US;"['[', ""'This"", ""'"", ',', ""'blend"", ""'"", ',', ""'Sangiovese"", ""'"", ',', ""'"", ',', ""'"", ',', ""'Malbec"", ""'"", ',', ""'"", ',', ""'"", ',', ""'Cabernet"", ""'"", ',', ""'Sauvignon"", ""'"", ',', ""'"", ',', ""'"", ',', ""'Petite"", ""'"", ',', ""'Sirah"", ""'"", ',', ""'varieties"", ""'"", ',', ""'plays"", ""'"", ',', ""'well"", ""'"", ',', ""'type"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'shows"", ""'"", ',', ""'wealth"", ""'"", ',', ""'ripe"", ""'"", ',', ""'"", ',', ""'"", ',', ""'dusty"", ""'"", ',', ""'black"", ""'"", ',', ""'fruit"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'richly"", ""'"", ',', ""'round"", ""'"", ',', ""'soft"", ""'"", ',', ""'palate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'approachable"", ""'"", ',', ""'lightly"", ""'"", ',', ""'oaked"", ""'"", ',', ""'"", '.', ""'"", ']']";Siena;88;23.0;Sonoma County;Virginie Boone;Ferrari-Carano 2014 Siena Red (Sonoma County);Red Blend;Ferrari-Carano
91;US;"['[', ""'This"", ""'"", ',', ""'wine"", ""'"", ',', ""'touch"", ""'"", ',', ""'perceptible"", ""'"", ',', ""'sweetness"", ""'"", ',', ""'tropical"", ""'"", ',', ""'nose"", ""'"", ',', ""'"", ',', ""'"", ',', ""'yet"", ""'"", ',', ""'tastes"", ""'"", ',', ""'dry"", ""'"", ',', ""'"", ',', ""'"", ',', ""'showing"", ""'"", ',', ""'straightforward"", ""'"", ',', ""'approach"", ""'"", ',', ""'crisp"", ""'"", ',', ""'"", ',', ""'"", ',', ""'coastal-grown"", ""'"", ',', ""'variety"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Apricot"", ""'"", ',', ""'"", ',', ""'"", ',', ""'melon"", ""'"", ',', ""'guava"", ""'"", ',', ""'wrap"", ""'"", ',', ""'around"", ""'"", ',', ""'lightness"", ""'"", ',', ""'body"", ""'"", ',', ""'texture"", ""'"", ',', ""'"", '.', ""'"", ']']";;88;18.0;Sonoma Coast;Virginie Boone;Folie à Deux 2015 Pinot Gris (Sonoma Coast);Pinot Gris;Folie à Deux
92;US;"['[', ""'All"", ""'"", ',', ""'red"", ""'"", ',', ""'Bordeaux"", ""'"", ',', ""'varieties"", ""'"", ',', ""'represented"", ""'"", ',', ""'blend"", ""'"", ',', ""'"", ',', ""'"", ',', ""'except"", ""'"", ',', ""'Petit"", ""'"", ',', ""'Verdot"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Together"", ""'"", ',', ""'"", ',', ""'"", ',', ""'offer"", ""'"", ',', ""'simple"", ""'"", ',', ""'tannic"", ""'"", ',', ""'structure"", ""'"", ',', ""'strengthens"", ""'"", ',', ""'chewiness"", ""'"", ',', ""'leather"", ""'"", ',', ""'"", ',', ""'"", ',', ""'tobacco"", ""'"", ',', ""'touch"", ""'"", ',', ""'cedar"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Full"", ""'"", ',', ""'bodied"", ""'"", ',', ""'"", ',', ""'"", ',', '``', ""'s"", ""''"", ',', ""'ripe"", ""'"", ',', ""'"", ',', ""'"", ',', ""'bold"", ""'"", ',', ""'brawny"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ']']";Magnificat;88;55.0;Napa Valley;Virginie Boone;Franciscan 2013 Magnificat Meritage (Napa Valley);Meritage;Franciscan
93;Austria;"['[', ""'Freshness"", ""'"", ',', ""'characterizes"", ""'"", ',', ""'nose"", ""'"", ',', ""'"", ':', ""'"", ',', ""'green"", ""'"", ',', ""'pear"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ivy"", ""'"", ',', ""'leaves"", ""'"", ',', ""'citrus"", ""'"", ',', ""'notes"", ""'"", ',', ""'play"", ""'"", ',', ""'nose"", ""'"", ',', ""'palate"", ""'"", ',', ""'"", '.', ""'"", ',', ""'This"", ""'"", ',', ""'light"", ""'"", ',', ""'footed"", ""'"", ',', ""'"", ',', ""'"", ',', ""'easy"", ""'"", ',', ""'drinking"", ""'"", ',', ""'charming"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'soon"", ""'"", ',', ""'flavors"", ""'"", ',', ""'fresh"", ""'"", ',', ""'"", '.', ""'"", ']']";;88;12.0;;Anne Krebiehl MW;Fuchs 2015 Grüner Veltliner (Burgenland);Grüner Veltliner;Fuchs
94;US;"['[', ""'Barrel"", ""'"", ',', ""'notes"", ""'"", ',', ""'prominent"", ""'"", ',', ""'"", ',', ""'"", ',', ""'aromas"", ""'"", ',', ""'Creamsicle"", ""'"", ',', ""'baking"", ""'"", ',', ""'spice"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'palate"", ""'"", ',', ""'broad"", ""'"", ',', ""'dry"", ""'"", ',', ""'stone-fruit"", ""'"", ',', ""'barrel"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'provides"", ""'"", ',', ""'intrigue"", ""'"", ',', ""'wood"", ""'"", ',', ""'seems"", ""'"", ',', ""'get"", ""'"", ',', ""'way"", ""'"", ',', ""'times"", ""'"", ',', ""'"", '.', ""'"", ']']";Grand Klasse Reserve Lawrence Vineyards;88;22.0;Columbia Valley (WA);Sean P. Sullivan;Gård 2014 Grand Klasse Reserve Lawrence Vineyards Viognier (Columbia Valley (WA));Viognier;Gård
95;France;"['[', ""'This"", ""'"", ',', ""'dense"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", ',', ""'"", ',', ""'packed"", ""'"", ',', ""'tannins"", ""'"", ',', ""'acidity"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'brings"", ""'"", ',', ""'ageworthiness"", ""'"", ',', ""'appellation"", ""'"", ',', ""'rich"", ""'"", ',', ""'potential"", ""'"", ',', ""'dark"", ""'"", ',', ""'mineral"", ""'"", ',', ""'texture"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'concentrated"", ""'"", ',', ""'cru"", ""'"", ',', ""'wine"", ""'"", ',', ""'2018"", ""'"", ',', ""'"", '.', ""'"", ']']";;88;20.0;Juliénas;Roger Voss;Henry Fessy 2015  Juliénas;Gamay;Henry Fessy
96;France;"['[', ""'The"", ""'"", ',', ""'wine"", ""'"", ',', ""'comes"", ""'"", ',', ""'one"", ""'"", ',', ""'cru"", ""'"", ',', ""'estates"", ""'"", ',', ""'followed"", ""'"", ',', ""'negociant"", ""'"", ',', ""'house"", ""'"", ',', ""'"", '.', ""'"", ',', ""'It"", ""'"", ',', ""'light"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ripe"", ""'"", ',', ""'fruity"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ',', ""'With"", ""'"", ',', ""'attractive"", ""'"", ',', ""'red-berry"", ""'"", ',', ""'flavors"", ""'"", ',', ""'"", ',', ""'"", ',', ""'finished"", ""'"", ',', ""'crisp"", ""'"", ',', ""'acidity"", ""'"", ',', ""'"", ',', ""'"", ',', ""'accessible"", ""'"", ',', ""'ready"", ""'"", ',', ""'drink"", ""'"", ',', ""'"", '.', ""'"", ']']";;88;18.0;Régnié;Roger Voss;Henry Fessy 2015  Régnié;Gamay;Henry Fessy
97;US;"['[', ""'"", 'A', ""'"", ',', ""'wisp"", ""'"", ',', ""'bramble"", ""'"", ',', ""'extends"", ""'"", ',', ""'savory"", ""'"", ',', ""'tone"", ""'"", ',', ""'nose"", ""'"", ',', ""'finish"", ""'"", ',', ""'otherwise"", ""'"", ',', ""'bright"", ""'"", ',', ""'bristling"", ""'"", ',', ""'wine"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Delicate"", ""'"", ',', ""'honey"", ""'"", ',', ""'tones"", ""'"", ',', ""'register"", ""'"", ',', ""'dry"", ""'"", ',', ""'palate"", ""'"", ',', ""'balance"", ""'"", ',', ""'neatly"", ""'"", ',', ""'alongside"", ""'"", ',', ""'flavors"", ""'"", ',', ""'freshly"", ""'"", ',', ""'pressed"", ""'"", ',', ""'apples"", ""'"", ',', ""'pears"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'finish"", ""'"", ',', ""'marked"", ""'"", ',', ""'touch"", ""'"", ',', ""'pencil"", ""'"", ',', ""'lead"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'2020"", ""'"", ',', ""'"", '.', ""'"", ']']";Ingle Vineyard;88;20.0;Finger Lakes;Anna Lee C. Iijima;Heron Hill 2015 Ingle Vineyard Riesling (Finger Lakes);Riesling;Heron Hill
98;Italy;"['[', ""'Forest"", ""'"", ',', ""'floor"", ""'"", ',', ""'"", ',', ""'"", ',', ""'menthol"", ""'"", ',', ""'"", ',', ""'"", ',', ""'espresso"", ""'"", ',', ""'"", ',', ""'"", ',', ""'cranberry"", ""'"", ',', ""'pressed"", ""'"", ',', ""'violet"", ""'"", ',', ""'aromas"", ""'"", ',', ""'take"", ""'"", ',', ""'shape"", ""'"", ',', ""'glass"", ""'"", ',', ""'"", '.', ""'"", ',', ""'The"", ""'"", ',', ""'lean"", ""'"", ',', ""'linear"", ""'"", ',', ""'palate"", ""'"", ',', ""'shows"", ""'"", ',', ""'dried"", ""'"", ',', ""'sour"", ""'"", ',', ""'cherry"", ""'"", ',', ""'"", ',', ""'"", ',', ""'licorice"", ""'"", ',', ""'coffee"", ""'"", ',', ""'bean"", ""'"", ',', ""'alongside"", ""'"", ',', ""'assertive"", ""'"", ',', ""'close-grained"", ""'"", ',', ""'tannins"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Even"", ""'"", ',', ""'though"", ""'"", ',', ""'tannins"", ""'"", ',', ""'still"", ""'"", ',', ""'firm"", ""'"", ',', ""'"", ',', ""'"", ',', ""'drink"", ""'"", ',', ""'sooner"", ""'"", ',', ""'rather"", ""'"", ',', ""'later"", ""'"", ',', ""'capture"", ""'"", ',', ""'remaining"", ""'"", ',', ""'fruit"", ""'"", ',', ""'"", '.', ""'"", ']']";Dono Riserva;88;30.0;Morellino di Scansano;Kerin O’Keefe;Serpaia di Endrizzi 2010 Dono Riserva  (Morellino di Scansano);Sangiovese;Serpaia di Endrizzi
99;US;"['[', ""'This"", ""'"", ',', ""'blends"", ""'"", ',', ""'20"", ""'"", ',', ""'"", '%', ""'"", ',', ""'five"", ""'"", ',', ""'red-Bordeaux"", ""'"", ',', ""'varieties"", ""'"", ',', ""'"", ',', ""'"", ',', ""'showing"", ""'"", ',', ""'grapy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'plummy"", ""'"", ',', ""'flavor"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'juicy"", ""'"", ',', ""'soft"", ""'"", ',', ""'palate"", ""'"", ',', ""'"", '.', ""'"", ',', ""'With"", ""'"", ',', ""'core"", ""'"", ',', ""'tobacco"", ""'"", ',', ""'"", ',', ""'"", ',', ""'tar"", ""'"", ',', ""'graphite"", ""'"", ',', ""'"", ',', ""'"", ',', ""'complements"", ""'"", ',', ""'fruity"", ""'"", ',', ""'savory"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ending"", ""'"", ',', ""'simply"", ""'"", ',', ""'elegantly"", ""'"", ',', ""'"", '.', ""'"", ']']";Intreccio Library Selection;88;75.0;Napa Valley;Virginie Boone;Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley);Bordeaux-style Red Blend;Soquel Vineyards
100;US;"['[', ""'Fresh"", ""'"", ',', ""'apple"", ""'"", ',', ""'"", ',', ""'"", ',', ""'lemon"", ""'"", ',', ""'pear"", ""'"", ',', ""'flavors"", ""'"", ',', ""'accented"", ""'"", ',', ""'hint"", ""'"", ',', ""'smoked"", ""'"", ',', ""'nuts"", ""'"", ',', ""'bold"", ""'"", ',', ""'"", ',', ""'"", ',', ""'full-bodied"", ""'"", ',', ""'Pinot"", ""'"", ',', ""'Gris"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Rich"", ""'"", ',', ""'bit"", ""'"", ',', ""'creamy"", ""'"", ',', ""'mouthfeel"", ""'"", ',', ""'yet"", ""'"", ',', ""'balanced"", ""'"", ',', ""'briskly"", ""'"", ',', ""'"", ',', ""'"", ',', '``', ""'s"", ""''"", ',', ""'satisfying"", ""'"", ',', ""'white"", ""'"", ',', ""'wide"", ""'"", ',', ""'pairing"", ""'"", ',', ""'appeal"", ""'"", ',', ""'"", '.', ""'"", ',', ""'Drink"", ""'"", ',', ""'2019"", ""'"", ',', ""'"", '.', ""'"", ']']";;88;18.0;Finger Lakes;Anna Lee C. Iijima;Ventosa 2015 Pinot Gris (Finger Lakes);Pinot Gris;Ventosa
